데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 10:51,ICW0W2100582,11,3,719,42,23.2,26,78,97
2024-03-25 10:51,ICW0W2100579,6,2,0,210,28.2,17,63,89
2024-03-25 10:52,ICW0W2100562,10,5,587,425,23.9,19,59,87
2024-03-25 10:51,ICW0W2100560,14,4,558,6000,24.7,21,55,65
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-25 14:12,ICW0W2100488,7,2,372,83,22.1,28,64,99
2024-03-25 14:12,ICW0W2100506,7,2,52,11,13.6,47,59,99
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 14:12,ICW0W2100582,6,2,721,69,22.3,32,67,98
2024-03-25 14:12,ICW0W2100579,4,1,0,279,28.3,20,59,92
2024-03-25 14:13,ICW0W2100562,7,3,559,435,24.3,27,58,88
2024-03-25 14:12,ICW0W2100560,2,0,560,6000,24.5,25,55,66
2024-03-25 14:12,ICW0W2100549,6,2,1038,7,21.7,35,75,97
2024-03-25 14:12,ICW0W2100509,7,2,158,6000,23.1,32,58,70
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-25 14:12,ICW0W2100497,2,0,1077,56,25.3,31,53,89
2024-03-25 14:15,ICW0W2100491,5,2,643,621,22.8,31,68,87
2024-03-25 14:12,ICW0W2100485,4,1,1283,0,23.9,36,61,92
2024-03-25 14:12,ICW0W2100481,14,5,492,227,21.6,38,60,100
2024-03-25 14:12,ICW0W2100479,30,11,682,117,23.3,31,58,94
2024-03-25 14:12,ICW0W2100489,10,4,39,0,24.1,31,57,98
2024-03-25 14:12,ICW0W2100467,2,0,,5984,24.2,30,67,61
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-25 14:12,ICW0W2100462,14,5,130,519,25,29,58,87
2024-03-25 14:12,ICW0W2100460,6,1,726,0,23.2,33,57,99
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-25 14:12,ICW0W2100455,3,1,720,1581,24.4,37,63,79
2024-03-25 14:12,ICW0W2000512,6,2,574,237,33.4,24,55,86
2024-03-25 14:12,ICW0W2001000,7,4,353,124,17.3,38,64,99
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-25 14:12,ICW0W2000951,9,2,319,51,22.7,39,67,100
2024-03-25 14:12,ICW0W2000956,5,3,1073,3034,23.3,34,55,76
2024-03-25 14:12,ICW0W2000996,8,7,593,31,21.9,33,53,98
2024-03-25 14:12,ICW0W2000991,5,4,785,206,21.4,39,60,99
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-25 14:12,ICW0W2000983,0,0,153,65,15.1,43,61,100
2024-03-25 14:12,ICW0W2000955,4,3,481,97,16.6,38,64,100
2024-03-25 14:12,ICW0W2000987,5,3,841,210,23.2,30,60,95
2024-03-25 14:12,ICW0W2000978,7,4,523,45,16.9,33,44,95
2024-03-25 14:12,ICW0W2000922,11,3,377,37,23.4,37,60,100
2024-03-25 14:12,ICW0W2000926,2,0,347,292,28.8,31,50,90
2024-03-25 14:12,ICW0W2000977,8,4,564,202,21.2,36,58,100
2024-03-25 14:12,ICW0W2000933,7,2,651,146,22.5,34,52,97
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-25 14:12,ICW0W2000973,2,1,1096,5149,21.4,34,62,73
2024-03-25 13:20,ICW0W2000972,5000,3500,846,72,24.8,25,55,36
2024-03-25 14:12,ICW0W2000968,4,2,784,351,26.9,24,53,91
2024-03-25 14:12,ICW0W2000944,3,1,1240,1615,21.7,40,74,83
2024-03-25 14:12,ICW0W2000964,8,5,562,170,18.9,36,57,100
2024-03-25 14:12,ICW0W2000924,3,1,485,21,20.5,36,62,100
2024-03-25 14:12,ICW0W2000505,1,0,551,332,24,31,58,96
2024-03-25 14:12,V01T1623100,34,16,347,125,22.4,38,34,98
2024-03-25 14:12,V01T1623130,1,1,805,159,23.7,33,43,97
2024-03-25 14:12,V01T1623129,38,18,547,125,25,28,44,89
2024-03-25 14:12,V01T1623123,28,13,508,149,24,25,30,94
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-25 14:11,V01T1623118,1,1,418,133,23.8,27,39,99
2024-03-25 14:11,V01T1623117,48,21,525,134,23.1,35,50,96
2024-03-25 13:27,V01T1623116,31,14,2500,148,23.9,28,41,75
2024-03-25 14:12,V01T1623113,1,1,990,140,25.1,28,52,93
2024-03-25 14:12,V01T1623112,20,10,627,169,24.9,30,47,91
2024-03-25 13:02,V01T1623109,50,22,2362,125,13.4,44,43,71
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-25 14:12,V01T1623105,6,3,544,155,20.1,34,37,97
2024-03-25 14:12,V01T1623102,1,1,1389,432,25,29,43,80
2024-03-25 14:12,ICW0W2000503,0,0,780,613,25.8,32,58,84
2024-03-25 14:12,ICW0W2000455,4,1,130,40,20.5,43,66,100
2024-03-25 14:12,ICW0W2000447,4,1,953,205,21.1,38,58,99
2024-03-25 14:12,ICW0W2000459,5,1,533,27,19.9,33,60,99
2024-03-25 14:12,ICW0W2000507,1,0,553,14,20.7,31,48,100
2024-03-25 14:12,ICW0W2000501,2,0,641,837,21.7,34,63,83
2024-03-25 14:12,ICW0W2000500,2,1,2500,382,30.3,28,63,66
2024-03-25 14:12,ICW0W2000380,11,2,559,47,18.5,43,51,100
2024-03-25 14:12,ICW0W2000275,1,0,865,328,19.5,39,50,98
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-25 14:12,ICW0W2000287,4,0,712,59,24.6,30,54,95
2024-03-25 14:12,ICW0W2000398,12,3,741,89,21,40,67,100
2024-03-25 14:12,ICW0W2000974,0,0,1755,345,19.4,39,55,83
2024-03-25 14:12,ICW0W2000248,3,0,1785,40,22.4,32,95,81
2024-03-25 14:12,ICW0W2000262,14,3,498,19,16.2,38,71,100
2024-03-25 14:11,ICW0W2100488,8,2,389,83,22.1,28,66,99
2024-03-25 14:11,ICW0W2100506,7,2,55,10,13.7,47,59,99
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 14:11,ICW0W2100582,6,2,718,77,22.3,32,67,97
2024-03-25 14:11,ICW0W2100579,5,2,0,273,28.3,20,62,92
2024-03-25 14:12,ICW0W2100562,7,3,557,429,24.3,27,58,88
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-25 16:50,ICW0W2100481,39,16,862,260,21.6,41,64,96
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 16:50,ICW0W2100582,4,1,746,101,22.9,35,62,100
2024-03-25 16:50,ICW0W2100579,9,3,0,1503,26.1,25,57,78
2024-03-25 16:51,ICW0W2100562,5,2,574,340,24.4,28,59,92
2024-03-25 16:50,ICW0W2100560,1,0,740,6000,24.6,30,61,66
2024-03-25 16:50,ICW0W2100549,14,5,951,47,20.8,39,72,100
2024-03-25 16:50,ICW0W2100509,6,2,160,6000,23.2,33,59,70
2024-03-25 16:50,ICW0W2100506,4,1,304,14,14.4,52,68,100
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-25 16:50,ICW0W2100497,2,0,624,31,24.9,29,81,96
2024-03-25 16:53,ICW0W2100491,1,0,949,60000,23.9,32,63,59
2024-03-25 16:50,ICW0W2100489,1,0,194,4,24.2,33,59,99
2024-03-25 16:50,ICW0W2100488,4,1,436,134,23,27,64,99
2024-03-25 16:50,ICW0W2100485,2,0,1337,0,23.5,37,70,91
2024-03-25 16:50,ICW0W2100479,24,8,838,72,23.5,35,69,99
2024-03-25 16:50,ICW0W2100467,1,0,,6000,24.3,32,85,61
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-25 16:50,ICW0W2100462,5,1,35,5690,25,32,57,69
2024-03-25 16:50,ICW0W2100460,5,1,1324,6000,23.8,41,78,74
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-25 16:50,ICW0W2100455,2,0,919,1547,23.5,39,72,82
2024-03-25 16:50,ICW0W2001000,2,1,424,216,18.1,38,55,100
2024-03-25 16:50,ICW0W2000996,5,4,485,834,21.6,34,54,83
2024-03-25 16:50,ICW0W2000991,1,1,451,24,19.1,38,67,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-25 16:50,ICW0W2000987,3,2,724,106,23.2,31,60,97
2024-03-25 16:50,ICW0W2000983,0,0,198,6000,13.2,48,67,68
2024-03-25 16:50,ICW0W2000978,4,3,499,607,17.5,33,43,85
2024-03-25 16:50,ICW0W2000977,2,1,766,162,21.4,38,70,100
2024-03-25 16:50,ICW0W2000974,1,1,1208,6000,20,40,57,76
2024-03-25 16:50,ICW0W2000973,2,1,895,5199,21.1,37,51,74
2024-03-25 13:20,ICW0W2000972,5000,3500,846,72,24.8,25,55,36
2024-03-25 16:50,ICW0W2000968,2,1,536,93,26.8,26,65,96
2024-03-25 16:50,ICW0W2000964,5,3,483,30,17.5,39,67,100
2024-03-25 16:50,ICW0W2000956,8,4,1004,6000,24.5,33,67,69
2024-03-25 16:50,ICW0W2000955,2,1,486,108,16.9,38,66,100
2024-03-25 16:50,ICW0W2000951,6,1,353,87,22.6,39,72,100
2024-03-25 16:50,ICW0W2000944,1,1,531,227,19.8,39,49,100
2024-03-25 16:50,ICW0W2000933,4,1,368,19,21.5,36,67,100
2024-03-25 16:50,ICW0W2000926,1,0,19,6000,28.9,29,53,65
2024-03-25 16:50,ICW0W2000924,5,1,579,109,21.6,36,72,100
2024-03-25 16:50,ICW0W2000922,1,0,352,56,22.7,38,58,100
2024-03-25 16:50,V01T1623130,1,1,734,220,22.6,33,30,96
2024-03-25 16:50,V01T1623129,1,1,833,327,25.7,30,37,91
2024-03-25 16:50,V01T1623123,21,10,490,151,23.9,27,30,95
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-25 16:49,V01T1623118,1,1,565,295,24.3,31,30,93
2024-03-25 16:49,V01T1623117,18,9,1160,367,25.2,34,51,82
2024-03-25 15:54,V01T1623116,36,17,2362,125,30.1,23,33,65
2024-03-25 16:50,V01T1623113,8,4,817,131,27.7,26,53,89
2024-03-25 16:50,V01T1623112,14,7,1317,544,25.4,38,34,82
2024-03-25 16:50,V01T1623109,33,15,2189,162,13.3,48,42,72
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-25 16:50,V01T1623105,4,2,579,228,20.2,37,30,100
2024-03-25 16:50,V01T1623102,1,1,1383,561,24.6,30,42,78
2024-03-25 16:36,V01T1623100,29,14,370,192,23.3,35,30,98
2024-03-25 16:50,ICW0W2000512,4,1,500,290,22.3,36,65,100
2024-03-25 16:50,ICW0W2000507,0,0,544,5,20.5,34,48,100
2024-03-25 16:50,ICW0W2000505,1,0,809,170,24.8,34,69,94
2024-03-25 16:50,ICW0W2000503,0,0,729,629,25.9,33,53,84
2024-03-25 16:50,ICW0W2000501,6,1,1185,1204,22.6,39,72,81
2024-03-25 16:50,ICW0W2000500,1,0,2500,5,28.1,31,62,73
2024-03-25 16:50,ICW0W2000459,3,1,511,35,19.6,35,54,100
2024-03-25 16:50,ICW0W2000455,3,0,98,13,20,44,61,100
2024-03-25 16:50,ICW0W2000447,177,48,1838,569,22.5,44,68,69
2024-03-25 16:50,ICW0W2000398,7,2,557,34,19.8,41,58,100
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-25 16:50,ICW0W2000380,11,2,763,64,19.1,46,65,100
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-25 16:50,ICW0W2000287,1,0,866,208,25.1,32,54,93
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-25 16:50,ICW0W2000275,1,0,902,422,19.3,40,51,98
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-25 16:50,ICW0W2000262,12,3,573,19,16.3,41,65,100
2024-03-25 16:50,ICW0W2000248,3,0,2509,60,21.9,37,63,83
2024-03-25 16:49,ICW0W2100481,20,7,814,325,21.6,40,65,99
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-25 16:49,ICW0W2100582,7,2,742,102,22.9,36,63,100
2024-03-25 16:49,ICW0W2100579,7,2,0,1517,26.1,25,59,78
2024-03-25 16:50,ICW0W2100562,5,2,574,345,24.4,29,60,92
2024-03-25 16:49,ICW0W2100560,1,0,737,6000,24.6,30,61,66
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-26 8:55,ICW0W2100481,0,0,415,1579,20.3,34,63,80
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-26 8:55,ICW0W2100582,0,0,546,22,20.8,31,65,100
2024-03-26 8:55,ICW0W2100579,0,0,0,130,22.3,26,61,100
2024-03-26 8:56,ICW0W2100562,1,0,616,899,21.7,26,80,82
2024-03-26 8:55,ICW0W2100560,0,0,737,6000,24.3,27,63,66
2024-03-26 8:55,ICW0W2100549,0,0,356,12,16.2,37,63,100
2024-03-26 8:55,ICW0W2100509,0,0,67,5843,21.1,30,82,72
2024-03-26 8:55,ICW0W2100506,0,0,33,5,5.6,63,59,97
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-26 8:55,ICW0W2100497,0,0,480,10,22,26,69,100
2024-03-26 8:58,ICW0W2100491,0,0,603,842,22.7,26,70,83
2024-03-26 8:55,ICW0W2100489,0,0,60,8,23.5,28,73,100
2024-03-26 8:55,ICW0W2100488,0,0,319,13,18.4,28,70,100
2024-03-26 8:55,ICW0W2100485,0,0,526,0,21.6,34,70,100
2024-03-26 8:56,ICW0W2100479,0,0,503,72,23.6,27,79,99
2024-03-26 8:55,ICW0W2100467,0,0,,6000,22.6,28,85,64
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-26 8:55,ICW0W2100462,0,0,182,217,23,29,64,99
2024-03-26 8:55,ICW0W2100460,0,0,547,0,22.3,31,73,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-26 8:55,ICW0W2100455,4,0,999,0,22.6,37,68,100
2024-03-26 8:55,ICW0W2001000,0,0,108,6,15.2,38,62,99
2024-03-26 8:55,ICW0W2000996,0,0,501,131,19.7,33,58,99
2024-03-26 8:55,ICW0W2000991,1,1,626,29,17.6,35,69,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-26 8:55,ICW0W2000987,0,0,414,81,22.1,29,64,100
2024-03-26 8:55,ICW0W2000983,0,0,173,36,12.6,42,63,99
2024-03-26 8:55,ICW0W2000978,34,18,778,104,16,38,70,93
2024-03-26 8:55,ICW0W2000977,0,0,532,56,21.4,32,65,99
2024-03-26 8:55,ICW0W2000974,0,0,601,170,17.4,35,52,99
2024-03-26 8:55,ICW0W2000973,0,0,494,435,19.8,34,64,92
2024-03-26 8:55,ICW0W2000972,0,0,517,29,21.2,26,55,100
2024-03-26 8:55,ICW0W2000968,0,0,522,206,27.4,23,66,90
2024-03-26 8:55,ICW0W2000964,2,1,487,52,13.8,37,75,94
2024-03-26 8:55,ICW0W2000956,0,0,512,185,18.9,35,54,100
2024-03-26 8:55,ICW0W2000955,1,1,543,21,12,40,64,97
2024-03-26 8:55,ICW0W2000951,7,1,378,4,21.2,35,62,100
2024-03-26 8:55,ICW0W2000944,0,0,511,110,18.8,38,60,100
2024-03-26 8:55,ICW0W2000933,0,0,336,15,19.8,31,55,100
2024-03-26 8:55,ICW0W2000926,0,0,76,56,26.5,29,54,99
2024-03-26 8:55,ICW0W2000924,0,0,578,10,20.4,34,63,100
2024-03-26 8:55,ICW0W2000922,0,0,287,32,21.8,36,72,100
2024-03-26 8:55,V01T1623130,1,1,394,125,17,35,30,100
2024-03-26 8:55,V01T1623129,8,4,690,125,23.4,30,33,97
2024-03-26 8:55,V01T1623123,17,8,486,142,22.6,26,30,96
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-26 8:54,V01T1623118,1,1,387,139,23.6,26,34,99
2024-03-26 8:54,V01T1623117,1,1,456,148,21.7,28,43,99
2024-03-26 8:55,V01T1623116,33,15,2500,125,18.8,38,37,79
2024-03-26 8:55,V01T1623113,5,3,429,134,26.4,20,30,95
2024-03-26 8:55,V01T1623112,1,1,427,125,23.2,28,30,99
2024-03-26 8:55,V01T1623109,10,5,2362,146,12.5,49,44,75
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-26 8:55,V01T1623105,1,1,388,139,18.3,33,30,99
2024-03-26 8:55,V01T1623102,1,1,555,130,26.2,21,31,95
2024-03-26 8:55,V01T1623100,1,1,320,127,22.7,30,30,100
2024-03-26 8:55,ICW0W2000512,0,0,530,40,24.2,29,67,97
2024-03-26 8:55,ICW0W2000507,0,0,552,85,19.6,34,47,99
2024-03-26 8:55,ICW0W2000505,0,0,390,168,18.8,35,54,100
2024-03-26 8:55,ICW0W2000503,0,0,394,889,17.2,38,49,85
2024-03-26 8:55,ICW0W2000501,0,0,358,2283,19.4,34,47,78
2024-03-26 8:55,ICW0W2000500,0,0,2500,167,18,40,63,86
2024-03-26 8:55,ICW0W2000459,15,5,506,40,21,32,61,98
2024-03-26 8:55,ICW0W2000455,1,0,171,55,18.7,42,60,100
2024-03-26 8:55,ICW0W2000447,0,0,296,117,19.4,34,49,100
2024-03-26 8:54,ICW0W2000398,1,0,471,19,24.3,30,61,97
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-26 8:55,ICW0W2000380,0,0,259,110,16.9,40,44,100
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-26 8:55,ICW0W2000287,0,0,347,20,20.9,30,52,100
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-26 8:55,ICW0W2000275,0,0,516,273,17.1,40,51,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-26 8:55,ICW0W2000262,1,0,392,1,13.8,41,53,98
2024-03-26 8:55,ICW0W2000248,0,0,1236,81,22.2,29,95,88
2024-03-26 8:54,ICW0W2100481,0,0,411,1803,20.3,34,66,79
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-26 8:54,ICW0W2100582,0,0,547,21,20.8,31,67,100
2024-03-26 8:54,ICW0W2100579,0,0,0,131,22.2,26,58,100
2024-03-26 8:55,ICW0W2100562,2,0,612,1018,21.6,26,80,80
2024-03-26 8:54,ICW0W2100560,0,0,753,6000,24.3,27,60,66
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-26 10:50,ICW0W2100488,4,0,427,120,22.3,26,64,99
2024-03-26 10:50,ICW0W2100506,0,0,75,5,8.6,57,59,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-26 10:50,ICW0W2100582,1,0,686,854,20.8,33,82,83
2024-03-26 10:50,ICW0W2100579,5,2,0,121,23.8,25,58,100
2024-03-26 10:51,ICW0W2100562,1,0,561,201,23.1,25,60,97
2024-03-26 10:50,ICW0W2100560,6,2,981,6000,24.5,28,58,64
2024-03-26 10:50,ICW0W2100549,1,0,406,6,16.2,37,69,100
2024-03-26 10:50,ICW0W2100509,1,0,213,6000,23.1,30,70,71
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-26 10:50,ICW0W2100497,1,0,1200,41,25.7,30,67,87
2024-03-26 10:53,ICW0W2100491,2,1,1300,51572,24.2,31,68,58
2024-03-26 10:50,ICW0W2100485,21,6,1172,1,22.3,36,66,92
2024-03-26 10:50,ICW0W2100481,10,3,1468,1840,22.1,42,62,78
2024-03-26 10:51,ICW0W2100479,28,10,1162,245,24.1,33,83,82
2024-03-26 10:50,ICW0W2100489,14,4,319,2,24.1,31,82,97
2024-03-26 10:50,ICW0W2100467,1,0,,6000,22.8,30,86,64
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-26 10:50,ICW0W2100462,3,0,317,1242,25.3,32,83,78
2024-03-26 10:50,ICW0W2100460,4,1,529,0,21.3,32,74,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-26 10:50,ICW0W2100455,0,0,1102,0,23.5,39,74,96
2024-03-26 10:50,ICW0W2000512,1,0,609,457,24.2,30,59,88
2024-03-26 10:50,ICW0W2001000,0,0,30,35,16.2,37,60,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-26 10:50,ICW0W2000951,2,0,327,116,21.2,35,65,100
2024-03-26 10:50,ICW0W2000956,4,2,1035,709,20.1,38,72,89
2024-03-26 10:50,ICW0W2000996,3,3,911,8814,21.2,34,68,61
2024-03-26 10:50,ICW0W2000991,0,0,621,207,19,35,62,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-26 10:50,ICW0W2000983,0,0,50,91,14.2,41,64,100
2024-03-26 10:50,ICW0W2000955,1,1,539,55,13,40,65,96
2024-03-26 10:50,ICW0W2000987,0,0,801,76,22.2,30,60,98
2024-03-26 10:50,ICW0W2000978,0,0,420,40,15.7,35,43,97
2024-03-26 10:50,ICW0W2000922,6,2,401,88,21.9,39,69,100
2024-03-26 10:50,ICW0W2000926,3,1,391,1572,28.3,29,56,72
2024-03-26 10:50,ICW0W2000977,0,0,762,124,21.2,34,56,98
2024-03-26 10:50,ICW0W2000933,1,0,646,120,21.8,32,63,98
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-26 10:50,ICW0W2000973,6,4,816,265,20.5,36,69,98
2024-03-26 10:50,ICW0W2000972,1,1,1314,117,23.2,31,70,86
2024-03-26 10:50,ICW0W2000968,0,0,880,475,28.3,24,64,83
2024-03-26 10:50,ICW0W2000944,0,0,822,255,18.8,38,86,99
2024-03-26 10:50,ICW0W2000964,1,0,1082,268,18.3,35,70,94
2024-03-26 10:50,ICW0W2000924,53,18,1035,51,21.6,35,80,92
2024-03-26 10:50,ICW0W2000505,0,0,589,302,24.6,29,56,93
2024-03-26 9:17,V01T1623100,1,1,319,127,22.6,30,30,100
2024-03-26 10:50,V01T1623130,1,1,403,143,17.1,35,30,100
2024-03-26 10:50,V01T1623129,43,19,620,151,23.7,28,41,91
2024-03-26 10:50,V01T1623123,52,23,557,135,18.8,35,45,95
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-26 10:49,V01T1623118,27,13,433,183,23.4,26,41,94
2024-03-26 10:49,V01T1623117,14,7,530,125,21.2,29,50,96
2024-03-26 10:50,V01T1623116,34,16,2500,307,20.4,37,54,77
2024-03-26 10:50,V01T1623113,1,1,432,134,25.5,21,30,96
2024-03-26 10:50,V01T1623112,6,3,396,125,23.1,37,41,100
2024-03-26 10:50,V01T1623109,3,1,2362,170,12.7,49,41,76
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-26 10:50,V01T1623105,1,1,394,151,18.3,33,30,99
2024-03-26 10:50,V01T1623102,1,1,670,133,26.1,22,36,95
2024-03-26 10:50,ICW0W2000503,0,0,499,136,21.3,36,58,100
2024-03-26 10:50,ICW0W2000455,1,0,174,43,19.5,40,66,100
2024-03-26 10:50,ICW0W2000447,0,0,442,339,21.9,33,48,97
2024-03-26 10:50,ICW0W2000459,1,0,689,14,23.4,31,62,99
2024-03-26 10:50,ICW0W2000507,0,0,738,98,24.3,30,57,95
2024-03-26 10:50,ICW0W2000501,0,0,436,659,20.7,33,71,88
2024-03-26 10:50,ICW0W2000500,0,0,2500,3,28.2,27,63,73
2024-03-26 10:50,ICW0W2000380,19,4,416,135,15.4,42,61,97
2024-03-26 10:50,ICW0W2000275,0,0,562,261,17.3,39,50,98
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-26 10:50,ICW0W2000287,0,0,631,190,22.7,31,51,97
2024-03-26 10:50,ICW0W2000398,3,0,540,32,25,28,61,96
2024-03-26 10:50,ICW0W2000974,3,1,1972,1041,18.8,43,78,78
2024-03-26 10:50,ICW0W2000248,1,0,1137,9,18.6,33,95,91
2024-03-26 10:50,ICW0W2000262,1,0,471,16,14.4,41,71,100
2024-03-26 10:49,ICW0W2100488,4,0,420,117,22.3,26,66,99
2024-03-26 10:49,ICW0W2100506,0,0,72,5,8.5,57,59,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-26 10:49,ICW0W2100582,1,0,685,787,20.7,33,81,84
2024-03-26 10:49,ICW0W2100579,5,2,0,121,23.8,25,58,100
2024-03-26 10:50,ICW0W2100562,1,0,559,193,23.1,25,60,98
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-26 13:53,ICW0W2100481,2,0,1255,1381,22.7,43,60,83
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-26 13:53,ICW0W2100582,6,2,857,167,21.9,33,57,96
2024-03-26 13:53,ICW0W2100579,2,0,0,277,25,24,60,96
